Race,Gender,Body_Size,Age_Range,With_Kids,Kids_Category,Basket_Size,Basket_colour,Attire,Shirt_Colour,shirt_type,Pants_Colour,pants_type,Wash_Item,Washer_No,Dryer_No,Spectacles,TimeSpent_minutes,TotalSpent_RM,Num_of_Baskets,Day,Time_Of_The_Day,temp,feelslike,dew,humidity,precip,precipprob,preciptype,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,conditions,buyDrink
3,0,1,21,0,3,1,8,1,8,1,3,0,1,3,0,1,9,1,1,4,1,63,90,44,581,0,0,1,3,85,186,59,25,88,0,13,0,1,1
2,0,1,20,0,1,1,3,1,0,0,0,0,1,2,3,2,30,10,1,6,2,37,58,61,1261,0,0,1,3,37,330,71,25,69,0,13,0,1,1
0,0,2,31,1,1,1,7,0,8,1,8,0,0,0,0,0,39,1,1,1,2,18,18,50,1441,0,0,1,3,25,323,48,21,53,0,13,0,1,1
2,1,1,17,0,0,0,2,2,4,0,4,0,0,0,3,1,36,14,1,6,2,15,15,51,1577,0,0,1,3,16,9,43,25,25,0,13,0,1,1
0,1,0,8,1,1,1,6,1,4,0,1,0,0,1,3,1,18,10,2,0,1,25,25,52,1347,84,1,0,3,54,309,50,25,81,0,13,0,3,1
0,0,1,15,1,3,0,9,0,10,0,13,0,1,3,1,0,34,14,2,2,2,35,53,59,1233,0,0,1,3,42,107,63,25,79,0,13,0,1,1
3,0,0,22,0,1,0,1,0,4,0,0,0,1,3,3,0,19,0,1,4,0,77,119,53,495,0,0,1,3,128,191,51,25,38,595,16,4,1,0
0,0,0,7,0,2,1,4,0,4,0,9,1,2,2,1,0,42,9,1,5,2,29,29,51,1201,0,0,1,3,38,333,63,21,61,0,13,0,1,1
3,1,1,34,1,0,1,6,1,1,1,9,1,0,2,0,0,36,11,1,0,3,38,56,52,1025,0,0,1,3,25,2,51,25,88,0,13,0,1,1
3,1,2,18,1,0,1,3,0,2,0,2,0,1,2,3,1,29,7,1,6,3,18,18,54,1583,0,0,1,3,20,241,51,25,53,0,13,0,1,1
2,1,0,4,1,3,1,7,2,8,0,12,0,0,0,2,1,15,6,2,3,2,69,89,33,342,0,0,1,3,77,336,82,25,121,1003,30,8,1,1
2,1,2,37,0,2,1,10,1,9,1,6,1,1,1,2,0,24,2,2,3,1,26,26,62,1586,0,0,1,3,19,79,51,25,68,0,13,0,1,1
2,0,2,23,0,1,0,3,0,12,1,8,0,2,3,2,0,37,4,2,2,2,57,88,53,763,0,0,1,3,75,141,51,46,12,295,7,2,0,0
3,1,1,41,1,0,0,7,0,3,1,7,0,0,3,2,1,38,13,1,5,2,15,15,51,1594,0,0,1,3,9,4,50,25,88,0,13,0,1,1
0,0,2,24,1,1,1,9,2,9,0,11,0,0,0,3,0,32,0,1,5,0,97,134,43,183,0,0,1,3,67,76,51,25,88,642,17,5,1,1
2,2,0,7,0,1,2,1,2,11,1,0,1,0,2,0,1,18,3,1,1,0,88,132,52,353,0,0,1,3,130,231,51,25,88,717,20,5,1,1
2,1,1,42,1,2,1,10,1,11,0,14,0,1,0,2,1,30,4,2,0,3,28,28,43,1041,0,0,1,3,27,52,51,25,53,0,13,0,1,1
0,1,1,20,0,1,2,8,0,5,1,0,0,1,3,1,0,42,3,0,2,2,57,88,53,760,0,0,1,3,37,102,51,25,88,418,11,3,1,1
2,0,1,36,2,0,0,0,0,3,1,3,0,0,0,0,1,31,3,2,4,3,27,27,56,1387,0,0,1,3,24,46,54,25,71,0,13,0,1,1
2,1,1,25,1,3,1,3,0,4,0,14,1,1,0,2,1,49,10,0,4,1,48,72,51,844,0,0,1,3,159,300,17,25,97,205,4,1,1,1
2,0,0,11,1,0,0,6,0,4,1,1,0,1,0,3,0,48,5,0,1,2,8,8,32,1268,0,0,1,3,36,322,51,25,69,0,13,0,1,0
0,0,1,11,0,1,0,11,0,7,1,5,1,1,1,3,0,30,9,0,3,2,27,27,57,1412,0,0,1,3,22,131,51,25,65,0,13,0,1,1
2,0,0,4,1,3,0,7,0,2,1,0,1,1,1,1,0,20,7,0,4,2,8,8,43,1579,0,0,1,3,22,341,51,25,44,0,13,0,1,1
3,1,1,5,0,0,2,3,2,8,1,14,1,0,3,1,0,3,9,0,5,3,57,74,34,508,0,0,1,3,43,49,51,25,88,0,13,0,1,1
1,1,2,36,1,4,1,9,0,1,0,9,1,1,1,1,0,23,0,0,3,3,46,58,34,670,0,0,1,3,36,261,51,25,69,0,13,0,1,1
0,1,1,30,0,0,0,6,2,4,1,10,1,0,0,1,0,5,14,0,0,1,18,18,44,1310,0,0,1,3,21,349,51,25,75,100,1,0,1,1
2,1,0,32,1,1,0,3,0,7,1,5,0,0,1,3,0,2,2,0,2,1,35,56,63,1374,41,1,0,3,89,312,31,25,52,0,13,0,3,1
2,2,0,26,0,1,0,9,2,4,1,0,0,0,2,1,0,14,7,1,2,2,75,115,53,550,0,0,1,3,67,150,52,25,92,450,12,3,1,1
1,1,2,19,1,0,1,8,1,4,1,5,1,0,2,0,0,14,5,2,5,3,47,55,25,487,0,0,1,3,39,61,51,25,88,0,13,0,1,1
0,1,2,8,0,0,0,1,2,8,1,10,0,0,0,1,2,7,9,1,4,0,76,107,44,416,0,0,1,3,43,62,51,40,88,478,13,3,0,1
3,1,0,29,0,0,1,10,2,6,1,12,1,0,3,0,1,28,0,1,3,2,37,54,53,1081,0,0,1,3,37,73,51,25,79,0,13,0,1,1
1,0,1,37,1,2,1,7,3,11,0,3,1,1,1,1,2,30,2,0,2,3,20,20,36,1073,0,0,1,3,38,1,76,25,79,0,13,0,1,1
4,2,2,0,0,1,1,11,1,10,1,2,0,1,1,2,0,26,9,1,2,2,87,108,30,160,0,0,1,3,136,66,51,25,88,985,29,8,1,1
1,0,2,37,0,4,1,4,0,7,0,2,0,0,1,0,0,10,12,0,6,2,28,28,24,716,0,0,1,3,21,52,70,25,79,0,13,0,1,1
4,1,0,22,1,4,0,9,0,2,1,0,0,0,2,0,0,25,14,0,3,2,27,27,53,1329,0,0,1,3,36,169,51,25,87,0,13,0,1,1
2,0,1,36,1,1,1,3,2,5,0,10,0,0,0,1,1,21,5,0,6,2,37,58,62,1283,0,0,1,3,34,238,51,25,53,0,13,0,1,1
1,0,2,26,0,4,0,3,2,6,0,3,0,0,1,2,0,19,6,2,1,2,17,17,52,1551,0,0,1,3,0,0,46,25,53,0,13,0,1,1
0,1,1,31,0,1,0,9,0,10,1,0,0,1,1,1,0,22,2,1,0,1,47,73,53,896,0,0,1,3,21,342,51,25,88,5,0,0,1,1
3,0,1,5,0,0,0,4,0,4,0,7,1,0,2,2,1,38,12,0,3,2,54,85,54,819,0,0,1,3,21,306,67,25,101,429,11,3,1,1
1,1,0,40,0,2,0,0,1,10,0,8,1,0,2,1,1,36,5,2,2,0,86,112,35,210,0,0,1,3,56,356,51,25,88,639,17,5,1,1
2,1,1,7,0,2,1,8,2,2,0,15,0,1,2,2,1,29,7,2,4,0,75,113,51,485,0,0,1,3,88,318,33,25,88,574,15,4,1,0
4,0,1,17,1,3,1,11,2,0,1,5,0,0,3,2,0,3,13,0,1,3,26,26,43,1109,0,0,1,3,36,311,51,25,79,0,13,0,1,1
3,0,1,22,0,4,0,2,2,1,0,13,0,1,1,2,0,28,11,0,2,3,18,18,50,1455,0,0,1,3,22,334,78,25,70,0,13,0,1,1
0,1,2,20,1,3,0,3,1,5,0,10,1,0,0,2,1,26,9,2,0,1,55,71,34,542,0,0,1,3,73,210,59,25,88,0,13,0,1,1
3,0,2,22,0,1,1,9,0,5,0,15,0,2,0,1,0,2,10,0,6,1,17,17,53,1590,94,1,0,3,26,273,51,25,79,0,13,0,3,1
2,1,1,22,1,2,2,11,1,11,0,8,1,0,0,0,0,11,12,2,1,2,15,15,42,1362,0,0,1,3,6,5,56,25,78,215,5,1,1,1
1,0,2,5,0,3,0,1,1,9,1,8,1,1,0,0,1,39,7,0,2,0,95,114,27,100,0,0,1,3,80,48,51,25,88,504,13,4,1,1
2,1,2,22,1,1,0,0,1,9,1,7,0,0,2,2,0,28,9,2,0,2,57,88,52,735,0,0,1,3,45,333,51,25,88,805,23,6,1,0
1,1,2,28,0,2,1,1,0,2,0,0,0,1,2,1,1,25,13,1,4,2,26,26,51,1282,0,0,1,3,22,292,36,25,79,0,13,0,1,1
3,1,1,10,0,2,1,6,2,11,1,7,1,0,1,1,0,42,9,0,3,0,37,54,53,1074,0,0,1,3,45,172,51,25,79,7,13,0,4,1
0,1,0,20,1,1,0,10,1,11,0,10,0,0,1,2,2,34,1,2,2,2,21,21,53,1464,0,0,1,3,18,23,38,25,61,0,13,0,1,1
0,0,2,3,1,2,1,8,2,12,2,8,1,0,1,1,1,43,10,2,5,2,17,17,36,1154,0,0,1,3,24,357,51,25,54,0,13,0,1,1
2,0,1,18,1,2,1,9,2,2,0,13,0,0,0,0,0,23,0,1,4,2,48,71,50,838,0,0,1,3,42,100,69,42,69,498,13,4,0,1
2,1,1,31,0,1,2,1,3,4,1,0,0,1,2,1,0,49,11,0,0,0,71,106,49,546,0,0,1,3,58,329,51,25,88,632,17,5,1,1
2,1,0,20,0,1,0,8,0,2,1,13,0,1,3,3,0,40,11,0,4,3,25,25,54,1406,0,0,1,3,18,351,71,25,58,0,13,0,1,1
3,0,3,14,0,1,0,8,0,2,1,6,0,1,1,1,1,37,6,0,2,0,95,149,58,351,0,0,1,3,73,175,24,47,4,878,25,7,0,1
0,0,2,21,2,1,0,1,0,2,0,14,1,1,3,0,0,4,6,2,5,3,37,54,53,1074,0,0,1,3,45,172,51,25,79,7,13,0,4,1
3,0,0,20,1,3,0,3,2,4,0,8,1,0,0,2,0,31,0,2,2,2,28,28,62,1506,0,0,1,3,2,25,51,25,19,0,13,0,1,1
0,1,3,21,1,4,1,5,2,3,1,1,1,2,3,2,1,23,3,1,0,2,17,17,11,611,0,0,1,3,6,5,51,25,88,0,13,0,1,1
1,1,2,37,0,3,0,3,1,3,0,4,1,1,1,1,1,43,7,1,1,1,44,74,64,1172,41,1,0,3,36,303,30,25,79,0,13,0,3,1
1,1,2,22,0,2,0,11,0,5,0,13,1,1,1,2,0,40,14,1,5,1,50,95,73,1226,0,0,1,3,61,254,51,25,68,181,4,1,1,1
1,0,2,40,1,1,0,3,2,11,0,2,1,0,2,1,1,46,6,0,6,3,37,54,53,1074,0,0,1,3,45,172,51,25,79,7,13,0,4,1
0,1,1,19,0,1,0,9,0,0,1,5,0,1,3,2,2,5,0,1,3,0,77,145,73,771,0,0,1,3,55,341,51,25,88,784,22,6,1,0
1,1,2,10,1,2,0,0,0,9,1,7,0,1,3,0,0,23,12,2,6,3,24,24,53,1407,0,0,1,3,20,201,60,25,78,0,13,0,1,1
3,0,2,10,1,3,0,0,1,9,0,14,0,1,1,2,1,13,7,1,3,2,17,17,44,1359,0,0,1,3,5,40,51,25,79,94,1,0,1,1
0,1,1,12,0,1,0,7,1,7,1,1,1,0,3,2,1,37,6,2,3,2,18,18,44,1310,0,0,1,3,32,295,51,25,70,0,13,0,1,1
3,0,0,28,0,1,0,0,0,6,0,13,0,1,3,2,0,24,7,0,2,0,62,103,59,775,0,0,1,3,147,66,51,25,39,374,9,3,1,1
1,1,2,29,0,5,0,1,0,2,1,0,2,1,3,0,2,11,7,1,2,0,79,128,59,575,0,0,1,3,116,247,51,47,4,723,20,6,0,0
1,1,1,6,0,2,1,6,2,7,0,6,0,1,2,3,1,10,11,1,2,0,88,133,53,369,0,0,1,3,117,310,51,25,88,752,21,6,1,1
0,1,2,26,1,0,1,1,2,7,1,6,1,1,3,1,1,19,1,1,2,3,20,20,36,1073,0,0,1,3,38,1,76,25,79,0,13,0,1,1
3,0,1,22,0,0,0,11,1,12,1,15,1,0,0,2,1,24,7,0,2,2,17,17,53,1582,0,0,1,3,32,342,51,25,61,0,13,0,1,1
2,1,1,16,1,4,1,5,0,3,0,8,1,1,3,3,1,40,3,1,3,2,27,27,53,1316,0,0,1,3,2,2,51,25,70,0,13,0,1,1
1,0,1,19,2,4,0,1,3,7,0,0,0,1,2,3,0,25,14,1,3,2,37,53,53,1093,0,0,1,3,36,109,51,25,87,0,13,0,1,1
2,1,1,31,0,1,0,8,0,12,1,15,1,1,1,1,0,20,7,2,5,3,47,80,63,1098,0,0,1,3,53,90,51,26,12,0,13,0,1,1
1,1,1,22,1,0,1,10,0,7,0,15,0,2,3,2,1,1,14,0,1,1,60,97,57,780,66,1,0,3,88,288,47,25,81,0,13,0,3,1
1,0,2,1,1,1,0,11,0,6,1,14,1,0,3,3,1,25,6,1,5,2,67,104,53,637,0,0,1,3,18,188,51,25,88,765,22,6,1,1
1,1,0,41,2,1,0,6,2,10,0,3,1,0,1,3,0,0,11,1,3,2,28,28,60,1440,0,0,1,3,11,15,51,25,53,0,13,0,1,1
0,0,1,40,1,2,1,8,0,5,1,13,1,1,0,3,1,8,2,1,1,2,8,8,32,1268,0,0,1,3,45,339,51,25,53,121,2,0,1,1
1,2,0,37,2,1,0,8,0,10,0,0,0,1,2,1,0,23,14,1,3,2,27,27,53,1329,0,0,1,3,36,169,51,25,87,0,13,0,1,1
3,1,1,37,1,4,2,10,2,10,0,12,1,0,0,2,0,27,12,2,1,1,94,128,41,197,0,0,1,3,130,231,48,25,106,514,14,4,1,1
2,1,2,37,2,1,1,8,1,1,0,8,1,1,2,2,0,23,0,1,3,2,26,26,47,1184,0,0,1,3,12,361,29,25,81,0,13,0,1,1
2,2,2,23,2,1,1,0,2,10,0,9,1,0,0,2,2,16,3,0,3,3,46,58,34,670,0,0,1,3,36,261,51,25,69,0,13,0,1,1
0,0,1,14,0,1,1,10,0,2,1,0,1,1,0,2,0,48,2,2,4,2,14,14,44,1422,0,0,1,3,35,352,51,25,60,178,4,1,1,1
3,1,1,37,0,1,0,1,0,10,1,14,0,1,0,1,1,26,14,2,4,2,57,81,43,634,0,0,1,3,54,198,51,26,20,779,22,6,1,1
3,0,1,29,0,1,1,10,0,0,1,4,1,1,2,2,0,29,10,0,0,3,26,26,53,1341,0,0,1,3,56,356,51,25,87,0,13,0,1,1
1,0,1,0,0,2,1,4,0,4,1,1,0,0,0,2,1,20,6,1,2,2,17,17,54,1616,0,0,1,3,6,336,47,25,79,324,8,2,1,1
1,1,2,23,0,3,1,9,0,2,0,10,1,1,2,2,1,16,7,0,1,2,20,20,55,1525,85,1,0,3,13,40,82,30,79,0,13,0,3,1
2,1,1,23,0,3,0,10,0,8,0,10,1,0,1,3,1,41,13,1,0,0,97,132,42,176,0,0,1,3,29,212,51,25,88,1077,35,10,1,1
2,0,2,22,0,3,1,1,0,0,0,10,1,0,3,0,0,5,1,2,3,2,66,104,54,673,0,0,1,3,19,103,51,25,87,818,23,6,1,1
4,0,1,27,2,0,0,8,1,7,1,2,1,0,2,1,0,17,8,2,3,2,27,27,57,1410,0,0,1,3,22,132,51,25,65,0,13,0,1,1
0,0,1,20,0,1,1,2,2,4,0,13,0,0,2,1,1,37,14,2,3,2,47,80,63,1089,0,0,1,3,20,303,51,25,53,0,13,0,1,1
0,2,2,3,0,4,0,8,0,3,2,1,1,1,3,0,0,49,7,1,0,3,27,27,63,1586,0,0,1,3,4,346,51,25,35,0,13,0,1,1
2,0,0,14,0,1,0,9,0,0,1,2,1,1,2,1,0,7,2,0,6,3,8,8,43,1579,0,0,1,3,36,113,51,27,49,0,13,0,1,1
2,1,3,3,1,4,0,9,2,10,0,8,0,1,0,1,0,45,13,0,0,0,40,54,43,832,0,0,1,3,118,229,51,25,61,315,8,2,1,1
4,1,0,24,0,0,1,1,3,11,1,10,1,1,0,1,0,30,10,0,4,3,47,79,62,1056,0,0,1,3,63,6,51,25,61,0,13,0,1,1
0,1,1,13,0,1,0,3,0,11,0,13,1,1,2,3,0,31,5,2,4,2,47,72,53,898,0,0,1,3,56,21,51,25,88,381,10,3,1,1
2,0,0,18,1,4,1,9,2,3,1,2,0,1,2,1,0,20,10,1,3,2,27,27,57,1412,0,0,1,3,22,131,51,25,65,0,13,0,1,1
3,1,1,25,0,4,0,10,0,8,0,3,1,0,1,0,0,20,6,1,4,0,66,93,43,509,0,0,1,3,94,175,51,42,88,280,7,2,0,1
3,1,1,18,0,4,0,4,2,2,1,12,0,0,2,1,0,40,7,1,2,2,37,54,53,1081,0,0,1,3,34,302,51,25,88,376,10,3,1,1
0,0,2,28,1,1,0,8,1,0,0,3,1,0,1,2,0,12,10,1,2,2,57,74,34,499,0,0,1,3,64,22,51,25,88,715,20,5,1,1
2,1,1,31,1,4,1,8,2,10,1,12,1,0,1,3,0,26,10,0,0,2,95,122,34,149,0,0,1,3,74,108,51,23,122,728,20,6,1,1
0,0,0,27,0,1,0,8,2,2,1,13,0,1,2,0,1,45,12,2,0,2,18,18,51,1483,0,0,1,3,28,351,51,25,52,0,13,0,1,1
3,2,2,7,0,3,1,5,2,1,0,4,1,0,2,1,1,6,12,0,2,0,104,148,46,162,0,0,1,3,73,159,53,25,110,646,18,5,1,1
0,0,0,22,0,4,1,4,0,1,0,3,1,1,3,3,1,28,6,1,3,0,76,107,44,416,0,0,1,3,141,36,51,25,88,888,25,7,1,1
0,1,1,19,0,3,0,6,2,0,1,10,0,1,1,1,1,32,2,1,3,0,105,145,43,135,0,0,1,3,97,176,51,25,88,824,23,7,1,1
0,1,0,12,1,4,1,8,1,9,1,0,0,1,2,0,1,8,7,0,3,0,76,129,63,675,0,0,1,3,156,260,51,25,85,477,13,3,1,1
1,0,1,31,0,2,0,9,1,7,0,6,1,0,2,0,0,35,13,1,4,2,18,18,52,1508,0,0,1,3,26,4,51,25,79,0,13,0,1,0
0,2,0,39,0,2,0,1,0,1,1,9,1,0,2,0,0,8,13,1,4,1,20,20,43,1206,0,0,1,3,43,25,51,25,81,0,13,0,1,1
2,1,2,17,1,4,0,3,2,11,0,6,0,0,2,1,1,21,4,0,0,2,17,17,41,1263,0,0,1,3,83,323,69,25,78,0,13,0,1,1
0,0,1,3,1,1,0,3,2,9,1,10,0,1,2,2,0,6,9,2,4,2,79,119,51,453,0,0,1,3,44,186,66,25,111,836,24,7,1,1
4,0,2,28,0,1,0,4,0,0,1,13,1,1,2,2,1,5,0,0,2,2,27,27,53,1310,0,0,1,3,30,341,40,25,54,0,13,0,1,1
3,0,0,12,1,1,0,10,2,7,1,9,1,1,1,2,2,3,8,0,3,2,19,19,51,1438,0,0,1,3,15,12,51,25,70,18,0,0,1,1
4,1,0,32,2,1,0,4,3,5,1,12,1,1,3,3,1,4,13,2,3,2,37,49,43,908,0,0,1,3,18,19,51,26,20,0,13,0,1,1
1,1,2,26,0,2,0,5,2,6,1,6,0,1,0,2,0,20,14,0,3,1,64,90,43,547,0,0,1,3,105,14,18,25,87,244,6,2,1,1
2,0,1,23,0,2,1,7,2,4,0,9,1,2,2,0,1,3,5,1,2,2,16,16,52,1582,0,0,1,3,35,263,51,25,40,34,1,0,1,1
4,0,0,36,1,0,1,5,1,4,0,6,0,2,1,0,2,6,1,1,3,2,27,27,33,882,0,0,1,3,16,28,51,25,79,0,13,0,1,1
1,1,0,20,1,3,0,6,0,2,0,11,1,1,0,2,0,12,14,1,3,2,85,109,33,201,0,0,1,3,85,356,88,23,112,999,30,8,1,1
0,0,0,5,1,4,0,4,0,0,0,13,0,0,1,3,1,3,3,0,5,2,66,84,33,383,0,0,1,3,57,78,51,25,88,895,26,7,1,1
2,1,0,19,1,2,0,5,1,0,0,10,0,1,3,0,0,39,6,2,4,3,15,15,51,1574,0,0,1,3,69,318,68,40,44,0,13,0,0,1
0,0,0,22,1,3,0,9,1,5,2,15,1,2,2,2,2,23,14,2,1,2,17,17,52,1532,0,0,1,3,2,347,51,25,62,0,13,0,1,1
0,1,2,11,1,2,0,6,0,1,1,0,1,1,1,2,0,15,8,1,6,2,58,61,16,233,0,0,1,3,94,321,51,25,88,910,26,7,1,1
2,0,2,1,1,1,1,2,0,10,0,11,0,0,3,1,0,16,4,1,0,1,43,65,54,984,0,0,1,3,128,213,41,25,77,426,11,3,1,0
3,0,2,12,1,1,0,6,1,2,1,12,0,1,1,0,1,10,4,2,6,0,76,118,54,546,0,0,1,3,38,213,51,25,88,652,18,5,1,1
0,1,0,35,0,1,0,8,0,2,1,7,1,2,0,2,1,21,9,1,3,2,37,53,53,1093,0,0,1,3,92,61,51,25,87,0,13,0,1,1
3,0,3,17,0,2,0,9,0,12,1,14,0,1,1,2,0,32,4,1,5,1,84,132,56,459,0,0,1,3,151,222,51,25,88,150,3,1,1,1
4,1,1,19,0,1,0,1,0,3,1,15,0,2,1,1,2,25,11,2,5,2,17,17,43,1327,0,0,1,3,53,38,51,26,12,56,1,0,1,1
3,1,0,32,1,4,2,9,2,10,0,13,0,1,0,0,0,32,4,1,3,2,18,18,53,1568,0,0,1,3,36,351,38,25,69,220,5,1,1,1
3,0,1,18,0,1,1,10,1,11,1,3,0,1,3,2,0,25,1,0,6,3,37,55,54,1117,0,0,1,3,50,177,51,25,88,0,13,0,1,1
0,1,2,11,0,3,1,4,0,6,1,10,0,1,0,3,1,45,5,1,2,2,18,18,42,1256,0,0,1,3,22,351,57,25,70,0,13,0,1,0
3,0,1,13,0,4,1,0,1,11,1,4,1,1,3,3,1,34,2,2,4,2,27,27,53,1316,0,0,1,3,19,121,51,25,42,272,6,2,1,1
0,1,0,18,1,4,0,8,1,2,1,4,1,0,2,1,1,27,7,1,6,0,65,101,53,685,0,0,1,3,63,181,51,25,87,783,22,6,1,1
0,0,0,1,1,1,1,10,0,1,0,8,1,1,1,0,0,13,4,1,5,1,76,132,65,688,0,0,1,3,112,223,31,25,79,427,11,3,1,1
1,1,0,10,1,4,1,2,1,7,0,14,0,0,1,0,0,41,4,1,5,2,28,28,51,1215,0,0,1,3,37,328,64,23,60,0,13,0,1,1
3,1,1,41,0,0,0,10,1,9,0,1,1,0,2,0,1,49,5,0,5,2,48,80,61,1005,0,0,1,3,49,62,51,25,88,617,17,5,1,0
2,0,0,38,1,3,0,4,2,7,0,11,0,1,1,0,1,27,4,2,1,2,17,17,53,1582,0,0,1,3,22,319,51,25,70,0,13,0,1,1
1,1,0,13,1,2,0,5,2,10,0,5,0,0,1,0,0,12,1,0,2,0,87,113,35,199,0,0,1,3,134,296,51,25,88,438,11,3,1,0
0,1,2,24,0,1,0,8,0,0,0,5,0,1,1,1,0,27,3,0,2,2,18,18,45,1323,0,0,1,3,74,62,25,25,87,0,13,0,1,0
1,1,1,28,0,1,0,10,0,5,1,12,1,0,1,2,0,25,10,1,5,2,68,86,30,336,0,0,1,3,65,348,65,22,111,924,27,7,1,1
0,1,2,28,0,3,1,7,0,10,0,7,1,1,2,1,0,5,11,1,1,2,18,18,33,1048,0,0,1,3,25,31,51,25,51,0,13,0,1,1
4,1,1,15,2,1,2,3,2,1,1,1,1,1,3,2,0,28,6,1,2,2,38,56,52,1025,0,0,1,3,65,142,51,25,44,0,13,0,1,0
3,1,1,31,0,2,0,10,0,0,0,8,1,0,1,0,1,21,9,1,1,2,18,18,52,1522,0,0,1,3,0,0,76,25,69,252,6,2,1,1
0,1,0,9,1,0,2,4,1,5,1,9,1,1,3,0,1,6,14,2,3,0,55,89,57,829,25,1,0,3,94,251,40,31,58,419,11,3,2,1
0,0,1,23,0,4,0,9,2,7,1,10,1,0,2,2,1,35,4,2,3,0,77,120,54,533,0,0,1,3,143,221,51,25,88,773,22,6,1,1
0,2,1,16,0,1,0,1,0,1,1,3,1,1,3,1,0,37,14,1,4,3,36,52,53,1116,0,0,1,3,22,39,51,25,44,0,13,0,1,1
2,0,2,35,0,4,0,4,2,10,1,12,1,0,3,1,1,47,10,0,4,2,37,53,52,1048,0,0,1,3,29,348,51,25,79,0,13,0,1,1
2,2,0,4,0,2,1,0,1,12,1,4,0,1,2,0,0,48,7,0,2,2,57,89,53,757,0,0,1,3,17,70,51,25,88,543,15,4,1,1
1,1,0,36,0,1,0,8,1,2,0,0,0,0,1,3,0,31,14,0,2,1,47,89,73,1316,0,0,1,3,37,109,51,25,88,76,1,0,1,1
3,1,0,23,1,4,1,3,0,5,0,7,1,1,2,2,1,13,0,2,5,2,67,85,32,352,0,0,1,3,56,80,51,25,88,928,27,7,1,1
4,0,1,29,0,1,0,0,0,11,1,8,0,1,0,3,0,15,4,1,6,2,36,39,14,447,0,0,1,3,30,40,69,25,79,0,13,0,1,1
3,1,2,17,0,2,1,2,0,3,0,1,0,0,1,0,1,36,8,1,2,1,78,107,41,349,0,0,1,4,156,270,51,25,116,319,8,2,1,1
2,0,1,17,1,1,0,10,0,8,1,13,0,0,0,1,0,20,9,1,6,2,37,46,34,764,0,0,1,3,20,132,51,25,88,473,12,3,1,0
1,1,0,36,1,4,1,4,1,8,0,8,0,0,1,2,0,21,14,1,4,2,60,87,46,634,0,0,1,3,68,334,54,25,98,475,12,3,1,1
3,0,0,14,0,1,0,11,0,12,0,0,0,1,0,0,2,12,11,1,4,3,10,10,47,1631,0,0,1,3,32,186,42,25,60,0,13,0,1,1
1,0,0,1,0,4,0,3,0,6,1,9,0,1,0,3,1,46,0,1,0,3,46,58,33,650,0,0,1,3,62,356,77,23,88,0,13,0,1,1
1,1,2,8,1,2,0,2,0,3,1,2,0,0,0,1,1,0,6,2,5,2,46,59,33,633,0,0,1,3,65,73,51,25,77,52,1,0,1,1
3,0,1,41,0,2,0,7,2,6,1,7,1,0,1,0,1,2,11,1,0,2,9,9,43,1536,0,0,1,3,22,332,51,25,79,0,13,0,1,1
1,0,2,16,1,3,0,3,0,3,1,11,0,0,1,2,0,17,6,1,0,1,86,141,61,496,0,0,1,3,120,277,10,25,89,437,11,3,1,1
2,0,2,31,0,3,0,9,1,0,1,3,0,1,2,2,1,3,3,2,1,2,38,51,42,846,0,0,1,3,18,52,51,25,88,542,15,4,1,1
0,0,2,11,0,5,1,9,0,3,1,1,0,2,0,0,1,43,3,2,5,0,65,112,64,808,0,0,1,3,76,174,29,47,2,885,25,7,0,1
4,0,2,24,2,1,0,8,0,4,0,12,0,1,3,1,2,8,13,1,2,2,53,83,53,814,0,0,1,3,67,134,51,47,8,352,9,2,0,1
0,0,0,8,1,3,0,3,0,4,0,11,0,1,2,0,0,47,10,0,6,2,66,103,54,683,0,0,1,3,74,282,51,25,88,398,10,3,1,0
2,1,2,21,0,2,1,9,1,2,0,14,0,1,2,1,0,18,6,2,2,2,67,81,27,300,0,0,1,3,99,47,51,25,88,848,24,7,1,0
1,1,1,36,0,3,0,6,1,8,0,4,0,1,0,2,0,38,9,0,4,2,17,17,53,1582,0,0,1,3,33,10,51,25,42,0,13,0,1,1
4,0,0,22,2,4,0,7,1,4,0,12,0,2,1,2,0,34,4,1,6,2,46,79,63,1110,0,0,1,3,54,303,51,25,69,0,13,0,1,1
1,0,2,25,0,2,0,4,1,6,1,13,1,0,1,0,0,47,6,1,2,2,18,18,62,1671,0,0,1,3,16,28,51,25,52,0,13,0,1,1
0,0,2,13,1,1,1,0,1,5,1,8,0,1,3,3,1,43,7,1,4,2,18,18,54,1582,0,0,1,3,36,323,51,24,50,0,13,0,1,1
0,1,3,37,0,1,2,9,0,2,1,13,1,1,2,3,2,18,5,1,5,2,17,17,53,1578,0,0,1,3,74,41,51,25,88,0,13,0,1,1
0,1,1,17,2,1,1,7,1,1,2,8,1,0,2,0,0,6,5,1,1,1,84,117,43,320,0,0,1,3,79,63,51,25,88,131,2,1,1,1
4,0,2,36,1,0,2,9,0,9,1,0,0,0,3,1,0,33,14,2,3,0,86,158,73,682,0,0,1,3,131,310,17,25,79,668,18,5,1,1
2,1,1,16,1,1,0,4,0,11,0,8,1,1,3,2,0,16,12,2,5,0,87,111,33,180,0,0,1,3,58,272,51,25,88,1082,36,10,1,1
