Race,Gender,Body_Size,Age_Range,With_Kids,Kids_Category,Basket_Size,Basket_colour,Attire,Shirt_Colour,shirt_type,Pants_Colour,pants_type,Wash_Item,Washer_No,Dryer_No,Spectacles,TimeSpent_minutes,TotalSpent_RM,Num_of_Baskets,Day,Time_Of_The_Day,buyDrink,temp,feelslike,dew,humidity,precip,precipprob,preciptype,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,conditions
malay,male,moderate,55.0,no,no_kids,big,blue,casual,white,short_sleeve,yellow,long,clothes,3,8,yes,37.0,21.0,3.0,Thursday,Morning,1,29.0,32.8,23.0,70.23,0.0,0.0,,31.7,5.4,196.0,1011.4,89.1,3.0,613.3,2.2,6.0,Partially cloudy
malay,female,thin,49.0,no,no_kids,big,blue,casual,brown,long sleeve,black,long,clothes,5,9,no,55.0,19.0,2.0,Thursday,Morning,1,30.2,35.2,23.8,68.87,0.0,0.0,,31.7,5.4,169.0,1011.8,89.0,3.0,741.8,2.7,7.0,Partially cloudy
malay,male,thin,46.0,no,no_kids,big,black,casual,red,short_sleeve,white,long,clothes,3,8,yes,21.0,15.0,1.0,Thursday,Morning,1,30.2,35.2,23.8,68.87,0.0,0.0,,31.7,5.4,169.0,1011.8,89.0,3.0,741.8,2.7,7.0,Partially cloudy
foreigner ,female,moderate,41.0,no,no_kids,big,white,casual,white,short_sleeve,white,long,clothes,5,10,no,56.0,16.0,2.0,Thursday,Afternoon,1,32.4,38.4,24.0,61.36,0.0,0.0,,31.7,7.6,146.0,1011.4,89.0,3.6,851.5,3.1,9.0,Partially cloudy
,female,fat,40.0,no,no_kids,big,blue,formal,pink,long sleeve,black,long,clothes,3,7,,36.0,17.0,3.0,Thursday,Afternoon,1,32.0,38.0,24.0,62.61,0.0,0.0,,31.7,7.6,150.0,1011.4,89.0,4.0,860.5,3.1,9.0,Partially cloudy
malay,male,fat,41.0,no,no_kids,big,,casual,green,short_sleeve,black,long,clothes,3,10,no,29.0,15.0,1.0,Thursday,Afternoon,1,32.0,38.0,24.0,62.61,0.0,0.0,,31.7,7.6,150.0,1011.4,89.0,4.0,860.5,3.1,9.0,Partially cloudy
,male,moderate,55.0,no,no_kids,small,,casual,brown,short_sleeve,grey,long,clothes,4,8,yes,37.0,10.0,3.0,Thursday,Afternoon,1,32.0,36.8,23.0,59.02,0.0,0.0,,31.7,12.8,180.0,1011.4,89.0,5.0,634.0,2.3,6.0,Partially cloudy
malay,female,moderate,34.0,no,no_kids,small,,casual,red,,purple,long,clothes,4,7,no,20.0,15.0,3.0,Thursday,Afternoon,1,32.4,37.3,23.0,57.77,0.0,0.0,,31.7,10.1,172.0,1011.4,89.0,4.2,602.8,2.2,6.0,Partially cloudy
malay,female,fat,40.0,no,no_kids,big,blue,casual,green,long sleeve,black,long,clothes,6,10,no,30.0,7.0,2.0,Thursday,Afternoon,0,31.0,36.6,24.0,66.2,0.0,0.0,,31.7,12.8,189.0,1011.4,89.0,5.0,447.3,1.6,4.0,Partially cloudy
indian,male,fat,44.0,no,no_kids,,white,casual,,short_sleeve,grey,short,clothes,5,7,,25.0,14.0,1.0,Thursday,Evening,1,29.4,34.2,24.0,72.83,0.0,0.0,,31.7,6.9,164.0,1011.4,89.0,5.8,0.8,0.0,0.0,Partially cloudy
chinese,male,thin,50.0,yes,baby,big,blue,casual,black,short_sleeve,black,long,clothes,3,10,no,19.0,13.0,2.0,Thursday,Evening,0,28.5,32.4,23.5,74.3,0.0,0.0,,31.7,5.4,144.0,1009.6,89.0,5.8,0.0,1.3,0.0,Partially cloudy
foreigner ,male,moderate,54.0,no,no_kids,big,blue,casual,black,,black,long,clothes,3,7,no,23.0,16.0,1.0,Thursday,Evening,1,28.2,31.7,23.2,74.33,0.0,0.0,,31.7,5.4,140.0,1009.4,89.0,6.9,0.0,1.3,0.0,Partially cloudy
chinese,male,thin,40.0,no,no_kids,big,black,casual,black,short_sleeve,blue_jeans,long,clothes,5,8,no,46.0,9.0,3.0,Thursday,Evening,1,29.0,32.8,23.0,70.28,0.0,0.0,,31.7,7.4,101.0,1011.4,89.0,7.9,0.0,1.3,0.0,Partially cloudy
,male,moderate,32.0,no,no_kids,big,,,green,,brown,short,clothes,3,9,no,50.0,9.0,3.0,Thursday,Night,1,28.0,31.5,23.4,76.05,0.0,0.0,,31.7,4.7,76.0,1011.4,89.0,6.7,0.0,1.3,0.0,Partially cloudy
,female,thin,32.0,no,no_kids,big,blue,casual,,short_sleeve,brown,short,clothes,3,9,no,59.0,7.0,1.0,Thursday,Night,1,27.9,31.4,23.5,77.17,0.0,0.0,,31.7,3.3,107.0,1011.6,89.0,7.1,0.0,1.3,0.0,Partially cloudy
indian,male,fat,47.0,no,no_kids,big,,casual,blue,short_sleeve,black,short,clothes,6,7,no,15.0,17.0,1.0,Thursday,Night,1,27.9,31.2,23.2,75.6,0.0,0.0,,31.7,5.3,138.0,1011.5,89.0,8.9,0.0,1.3,0.0,Partially cloudy
chinese,female,fat,30.0,yes,toddler,big,red,casual,red,short_sleeve,green,short,clothes,6,10,no,22.0,20.0,2.0,Friday,Morning,1,27.6,31.3,24.0,80.71,0.0,0.0,,31.7,1.8,228.0,1011.4,89.0,6.7,0.0,1.3,0.0,Partially cloudy
chinese,male,fat,40.0,no,no_kids,big,yellow,casual,brown,short_sleeve,black,long,,3,8,yes,50.0,14.0,3.0,Friday,Morning,1,27.1,30.3,23.8,82.16,0.0,0.0,,31.7,1.8,96.0,1009.5,89.0,8.9,0.0,1.3,0.0,Partially cloudy
indian,female,fat,39.0,no,no_kids,big,white,casual,grey,short_sleeve,black,long,,3,10,no,60.0,8.0,1.0,Friday,Morning,0,27.1,30.3,23.8,82.16,0.0,0.0,,31.7,1.8,96.0,1009.5,89.0,8.9,0.0,1.3,0.0,Partially cloudy
malay,male,fat,40.0,no,no_kids,big,black,casual,blue,,grey,long,clothes,5,7,no,22.0,14.0,3.0,Friday,Morning,1,27.0,30.1,24.0,83.82,0.0,0.0,,31.7,3.6,160.0,1011.4,89.0,7.9,0.0,1.3,0.0,Partially cloudy
indian,male,moderate,40.0,no,no_kids,big,yellow,formal,white,short_sleeve,black,long,clothes,5,8,no,52.0,18.0,3.0,Friday,Morning,1,26.1,26.1,23.2,83.75,0.0,0.0,,31.7,1.8,194.0,1008.6,89.0,6.9,0.0,1.3,0.0,Partially cloudy
,female,fat,52.0,yes,baby,big,red,casual,white,short_sleeve,black,long,clothes,5,7,yes,15.0,19.0,3.0,Friday,Morning,0,26.0,26.0,23.0,83.77,0.0,0.0,,31.7,1.8,59.0,1011.4,89.0,4.9,27.2,0.1,0.0,Partially cloudy
malay,male,fat,33.0,no,no_kids,big,red,casual,red,long sleeve,brown,short,clothes,3,7,no,29.0,14.0,3.0,Friday,Morning,1,26.8,29.3,23.2,80.65,0.0,0.0,,31.7,0.1,360.0,1009.9,89.0,5.0,171.0,0.6,2.0,Partially cloudy
chinese,male,thin,40.0,no,no_kids,big,red,formal,white,short_sleeve,black,long,clothes,5,9,yes,44.0,15.0,1.0,Friday,Morning,1,30.0,34.2,23.1,66.49,0.0,0.0,,31.7,5.4,70.0,1011.4,87.8,4.0,565.3,2.0,6.0,Partially cloudy
,male,fat,53.0,yes,baby,big,grey,casual,red,short_sleeve,,long,clothes,3,9,no,58.0,13.0,3.0,Friday,Morning,1,31.1,36.4,23.8,65.47,0.0,0.0,,31.7,11.1,130.0,1010.4,99.8,1.0,739.8,2.7,7.0,Overcast
malay,female,moderate,53.0,yes,toddler,big,,formal,pink,,black,long,clothes,4,7,no,23.0,7.0,2.0,Friday,Morning,1,31.3,36.8,23.8,64.35,0.0,0.0,,31.7,9.8,138.0,1010.6,100.0,1.4,746.8,2.7,7.0,Overcast
indian,male,,40.0,no,no_kids,small,green,formal,white,short_sleeve,black,,clothes,3,9,no,58.0,21.0,1.0,Friday,Morning,0,32.0,38.0,24.0,62.72,0.0,0.0,,31.7,14.7,130.0,1011.4,99.8,1.0,836.5,3.0,8.0,Overcast
malay,male,moderate,40.0,no,no_kids,big,white,formal,white,short_sleeve,grey,long,clothes,4,10,no,53.0,8.0,3.0,Friday,Morning,1,32.4,38.4,24.0,61.36,0.0,0.0,,31.7,14.1,138.0,1011.4,100.0,1.4,842.3,3.0,8.0,Overcast
malay,,fat,52.0,no,no_kids,big,blue,,black,long sleeve,black,long,clothes,6,10,no,48.0,13.0,3.0,Friday,Afternoon,1,32.4,38.4,24.0,61.36,0.0,0.0,,31.7,14.1,138.0,1011.4,100.0,1.4,842.3,3.0,8.0,Overcast
indian,male,fat,44.0,no,no_kids,big,white,casual,black,short_sleeve,grey,long,,4,10,no,19.0,14.0,2.0,Friday,Afternoon,1,32.4,38.4,24.0,61.36,0.0,0.0,,31.7,14.1,138.0,1011.4,100.0,1.4,842.3,3.0,8.0,Overcast
malay,male,fat,40.0,,no_kids,,black,casual,black,short_sleeve,black,long,clothes,3,8,no,40.0,12.0,1.0,Friday,Afternoon,1,32.4,38.4,24.0,61.36,0.0,0.0,,31.7,14.1,138.0,1011.4,100.0,1.4,842.3,3.0,8.0,Overcast
,male,thin,44.0,no,no_kids,big,,,black,short_sleeve,red,short,,4,8,yes,34.0,18.0,2.0,Friday,Afternoon,1,32.4,38.4,24.0,61.36,0.0,0.0,,31.7,14.1,138.0,1011.4,100.0,1.4,842.3,3.0,8.0,Overcast
malay,female,thin,52.0,no,no_kids,big,blue,casual,,,blue,short,,5,8,,23.0,16.0,2.0,Friday,Afternoon,1,32.0,38.0,24.0,62.72,0.0,0.0,,31.7,14.7,130.0,1011.4,99.8,1.0,836.5,3.0,8.0,Overcast
malay,female,fat,39.0,no,no_kids,big,,casual,black,short_sleeve,black,long,clothes,6,8,no,13.0,14.0,1.0,Friday,Afternoon,1,33.0,39.3,24.0,59.27,0.0,0.0,,31.7,13.0,146.0,1011.4,100.0,1.4,858.0,3.1,9.0,Overcast
malay,female,thin,31.0,no,no_kids,big,white,casual,red,short_sleeve,,long,,3,7,no,29.0,14.0,1.0,Friday,Afternoon,1,33.4,40.1,24.2,58.82,0.0,0.0,,31.7,11.9,171.0,1011.4,100.0,1.4,636.8,2.3,6.0,Overcast
,male,thin,31.0,no,no_kids,big,white,formal,grey,,grey,long,clothes,6,9,no,54.0,14.0,1.0,Friday,Afternoon,1,32.0,39.2,25.0,66.44,0.0,0.0,,31.7,14.7,180.0,1011.4,99.8,1.1,409.9,1.5,4.0,Overcast
,female,fat,40.0,no,no_kids,big,grey,casual,grey,long sleeve,,,clothes,4,9,no,36.0,14.0,2.0,Friday,Afternoon,1,32.8,40.3,25.0,63.75,0.0,0.0,,31.7,12.7,176.0,1011.4,100.0,1.4,427.9,1.5,4.0,Overcast
malay,female,thin,28.0,yes,baby,big,white,casual,blue,,black,long,blankets,4,9,,16.0,21.0,1.0,Friday,Afternoon,1,32.0,39.2,25.0,66.44,0.0,0.0,,31.7,14.7,180.0,1011.4,99.8,1.1,409.9,1.5,4.0,Overcast
malay,female,moderate,41.0,no,no_kids,big,green,traditional,blue,long sleeve,blue,long,clothes,4,7,yes,11.0,9.0,2.0,Friday,Afternoon,1,31.1,36.8,24.1,66.38,0.0,0.0,,31.7,16.4,180.0,1006.4,89.1,2.0,212.9,0.8,2.0,Partially cloudy
malay,female,moderate,41.0,yes,toddler,big,white,casual,red,short_sleeve,blue_jeans,long,clothes,6,10,no,28.0,14.0,2.0,Friday,Evening,1,30.0,35.2,24.0,70.38,0.0,0.0,,31.7,13.0,160.0,1011.4,89.1,3.0,58.0,0.2,1.0,Partially cloudy
malay,,fat,49.0,no,no_kids,big,blue,,,short_sleeve,white,long,clothes,5,9,no,41.0,20.0,1.0,Friday,Evening,0,30.0,35.2,24.0,70.38,0.0,0.0,,31.7,13.0,160.0,1011.4,89.1,3.0,58.0,0.2,1.0,Partially cloudy
chinese,female,thin,30.0,no,no_kids,,white,casual,green,short_sleeve,,long,clothes,6,7,no,25.0,15.0,2.0,Friday,Evening,1,28.5,33.6,25.0,81.58,2.714,100.0,rain,31.7,6.2,125.0,1009.2,91.6,2.2,0.0,1.3,0.0,"Rain, Overcast"
chinese,male,moderate,48.0,no,no_kids,,blue,,white,short_sleeve,black,,clothes,3,9,no,19.0,13.0,1.0,Friday,Evening,1,28.9,34.4,25.0,79.62,0.135,100.0,rain,31.7,5.5,158.0,1009.0,89.1,3.0,0.0,1.3,0.0,"Rain, Partially cloudy"
chinese,,moderate,34.0,,no_kids,big,,casual,white,short_sleeve,blue_jeans,long,clothes,5,7,no,15.0,11.0,2.0,Friday,Evening,0,28.9,34.4,25.0,79.62,0.135,100.0,rain,31.7,5.5,158.0,1009.0,89.1,3.0,0.0,1.3,0.0,"Rain, Partially cloudy"
foreigner ,male,thin,40.0,no,no_kids,big,brown,casual,red,,grey,long,,6,9,no,36.0,12.0,2.0,Friday,Evening,1,28.2,32.6,24.4,79.69,0.0,0.0,,31.7,4.7,92.0,1011.4,91.6,2.2,0.0,1.3,0.0,Overcast
foreigner ,female,thin,39.0,,young,big,blue,casual,black,short_sleeve,black,long,clothes,3,9,no,11.0,20.0,2.0,Friday,Night,1,29.0,33.6,24.0,74.81,0.0,0.0,,31.7,5.4,147.0,1011.4,89.1,3.0,0.0,1.3,0.0,Partially cloudy
malay,female,moderate,40.0,yes,toddler,big,red,casual,blue,long sleeve,black,long,,4,7,no,54.0,18.0,2.0,Friday,Night,1,29.0,33.6,24.0,74.81,0.0,0.0,,31.7,1.9,88.0,1011.4,89.1,3.0,0.0,1.3,0.0,Partially cloudy
indian,female,fat,40.0,yes,young,big,red,casual,purple,short_sleeve,,,clothes,4,10,no,53.0,18.0,3.0,Friday,Night,1,29.0,33.5,23.9,74.43,0.0,0.0,,31.7,9.2,109.0,1011.1,89.1,3.9,0.0,1.3,0.0,Partially cloudy
chinese,,thin,42.0,,no_kids,big,blue,casual,blue,short_sleeve,brown,long,clothes,5,9,yes,19.0,17.0,3.0,Friday,Night,1,28.3,32.9,24.6,80.61,0.0,0.0,,31.7,5.8,84.0,1011.2,91.6,2.8,0.0,1.3,0.0,Overcast
,,fat,40.0,no,no_kids,big,,casual,blue,short_sleeve,black,long,clothes,3,7,no,43.0,14.0,1.0,Friday,Night,1,28.0,31.2,23.0,74.61,0.0,0.0,,31.7,5.3,126.0,1011.4,88.6,8.9,0.0,1.3,0.0,Partially cloudy
chinese,male,fat,36.0,no,no_kids,big,,casual,,short_sleeve,,short,clothes,3,9,yes,58.0,19.0,1.0,Saturday,Morning,1,28.2,32.4,24.2,78.59,0.0,0.0,,31.7,8.7,82.0,1011.4,91.6,2.2,0.0,1.3,0.0,Overcast
malay,,thin,28.0,yes,baby,big,,casual,red,short_sleeve,grey,long,clothes,3,9,no,17.0,21.0,3.0,Saturday,Morning,1,28.0,31.3,23.1,74.78,0.0,0.0,,31.7,7.4,128.0,1011.4,89.1,3.0,0.0,1.3,0.0,Partially cloudy
,male,fat,53.0,no,no_kids,big,red,casual,white,short_sleeve,black,long,clothes,3,7,yes,26.0,8.0,3.0,Saturday,Morning,1,27.5,31.2,24.4,83.36,0.0,0.0,,31.7,4.0,48.0,1009.5,91.6,2.2,0.0,1.3,0.0,Overcast
malay,male,thin,42.0,,no_kids,big,,casual,yellow,,black,long,clothes,4,7,yes,22.0,8.0,2.0,Saturday,Morning,1,26.0,26.0,23.8,87.54,0.0,0.0,,31.7,5.3,46.0,1011.4,91.6,1.6,21.1,0.1,0.0,Overcast
chinese,female,,39.0,no,no_kids,big,red,casual,,short_sleeve,black,long,clothes,6,9,no,28.0,15.0,2.0,Saturday,Morning,1,26.0,26.0,23.1,83.91,0.0,0.0,,31.7,7.4,97.0,1011.4,89.1,2.0,18.1,0.1,0.0,Partially cloudy
,male,fat,40.0,no,no_kids,big,,casual,white,long sleeve,brown,,clothes,4,10,,51.0,14.0,1.0,Saturday,Morning,1,28.6,33.0,24.0,76.15,0.0,0.0,,31.7,6.7,132.0,1011.4,100.0,1.6,248.6,0.9,2.0,Overcast
indian,female,thin,41.0,no,no_kids,big,green,casual,,short_sleeve,grey,long,,6,9,no,48.0,11.0,3.0,Saturday,Morning,0,29.0,33.5,24.0,74.64,0.0,0.0,,31.7,7.5,139.0,1011.4,99.8,2.0,198.3,0.7,2.0,Overcast
malay,female,,50.0,no,no_kids,,red,casual,brown,long sleeve,brown,long,blankets,3,7,no,36.0,13.0,2.0,Saturday,Morning,0,29.0,33.5,24.0,74.64,0.0,0.0,,31.7,7.5,139.0,1011.4,99.8,2.0,198.3,0.7,2.0,Overcast
malay,female,,48.0,no,no_kids,big,,casual,red,long sleeve,,long,clothes,6,9,no,57.0,10.0,3.0,Saturday,Morning,1,29.0,33.5,24.0,74.64,0.0,0.0,,31.7,7.5,139.0,1011.4,99.8,2.0,198.3,0.7,2.0,Overcast
,female,thin,42.0,,no_kids,big,red,casual,green,long sleeve,red,long,clothes,6,8,,19.0,20.0,2.0,Saturday,Morning,1,28.6,33.0,24.0,76.15,0.0,0.0,,31.7,6.7,132.0,1011.4,100.0,1.6,248.6,0.9,2.0,Overcast
malay,male,,51.0,,no_kids,small,white,casual,blue,,black,long,,6,10,no,45.0,11.0,2.0,Saturday,Morning,0,29.0,33.5,24.0,74.64,0.0,0.0,,31.7,7.5,139.0,1011.4,99.8,2.0,198.3,0.7,2.0,Overcast
chinese,female,thin,54.0,,no_kids,big,red,,,short_sleeve,brown,short,clothes,6,9,no,11.0,7.0,2.0,Saturday,Morning,1,30.9,36.5,24.1,67.2,0.0,0.0,,31.7,7.8,103.0,1011.4,100.0,1.6,507.8,1.8,5.0,Overcast
malay,male,thin,50.0,yes,toddler,,black,casual,black,,blue,long,clothes,4,10,no,21.0,13.0,1.0,Saturday,Morning,1,30.9,36.6,24.2,67.41,0.0,0.0,,31.7,9.3,128.0,1011.2,99.8,2.0,402.8,1.5,4.0,Overcast
,female,fat,44.0,no,no_kids,big,blue,casual,,long sleeve,black,long,clothes,5,8,no,39.0,19.0,2.0,Saturday,Morning,1,30.9,36.5,24.1,67.2,0.0,0.0,,31.7,7.8,103.0,1011.4,100.0,1.6,507.8,1.8,5.0,Overcast
malay,,fat,40.0,no,no_kids,big,blue,casual,blue,,black,long,clothes,4,9,no,36.0,12.0,1.0,Saturday,Morning,0,30.9,36.6,24.2,67.41,0.0,0.0,,31.7,9.3,128.0,1011.2,99.8,2.0,402.8,1.5,4.0,Overcast
malay,female,moderate,45.0,yes,young,,red,casual,black,short_sleeve,red,long,,4,7,,36.0,19.0,2.0,Saturday,Morning,0,30.9,36.5,24.1,67.2,0.0,0.0,,31.7,7.8,103.0,1011.4,100.0,1.6,507.8,1.8,5.0,Overcast
malay,male,fat,41.0,yes,young,big,blue,casual,orange,short_sleeve,grey,short,clothes,6,10,,59.0,15.0,1.0,Saturday,Morning,1,32.0,37.9,24.0,62.87,0.0,0.0,,31.7,7.6,168.0,1011.4,99.8,1.0,512.0,1.8,5.0,Overcast
indian,female,,37.0,no,no_kids,big,red,casual,grey,short_sleeve,brown,short,,6,7,no,36.0,18.0,3.0,Saturday,Morning,1,32.0,37.9,24.0,62.87,0.0,0.0,,31.7,7.6,168.0,1011.4,99.8,1.0,512.0,1.8,5.0,Overcast
indian,,,35.0,no,no_kids,big,black,casual,blue,,black,long,,3,7,no,36.0,7.0,2.0,Saturday,Afternoon,1,32.0,37.9,24.0,62.71,0.0,0.0,,31.7,6.7,124.0,1011.4,100.0,1.0,636.0,2.3,6.0,Overcast
chinese,male,thin,53.0,,baby,big,blue,,black,short_sleeve,grey,long,blankets,6,7,yes,17.0,10.0,2.0,Saturday,Afternoon,1,32.0,37.9,24.0,62.87,0.0,0.0,,31.7,7.6,168.0,1011.4,99.8,1.0,512.0,1.8,5.0,Overcast
chinese,male,moderate,53.0,,,small,white,casual,red,short_sleeve,brown,short,,6,10,no,29.0,10.0,1.0,Saturday,Afternoon,0,33.0,39.3,24.0,59.42,0.0,0.0,,31.7,7.5,171.0,1011.4,99.8,1.0,609.5,2.2,6.0,Overcast
chinese,male,,51.0,,no_kids,big,black,casual,red,short_sleeve,blue_jeans,long,clothes,6,7,no,38.0,14.0,2.0,Saturday,Afternoon,1,33.0,39.3,24.0,59.27,0.0,0.0,,31.7,6.7,185.0,1011.4,100.0,1.0,720.8,2.6,7.0,Overcast
malay,female,,32.0,no,no_kids,big,red,casual,blue,short_sleeve,brown,long,clothes,4,8,yes,48.0,13.0,1.0,Saturday,Afternoon,1,32.8,39.6,24.5,61.74,0.0,0.0,,31.7,7.3,173.0,1008.7,100.0,1.0,698.3,2.5,7.0,Overcast
malay,female,thin,52.0,,no_kids,big,,casual,red,short_sleeve,black,long,clothes,5,9,no,58.0,12.0,3.0,Saturday,Afternoon,1,32.0,39.4,25.1,66.9,0.0,0.0,,31.7,11.0,201.0,1008.4,99.8,1.0,639.3,2.3,6.0,Overcast
malay,,thin,50.0,no,no_kids,big,,casual,green,long sleeve,white,long,,4,8,no,11.0,13.0,2.0,Saturday,Afternoon,1,32.5,39.5,24.8,63.92,0.0,0.0,,31.7,8.9,185.0,1008.6,100.0,1.0,698.3,2.5,7.0,Overcast
malay,male,moderate,31.0,no,no_kids,big,red,casual,brown,short_sleeve,white,long,clothes,4,10,no,56.0,17.0,1.0,Saturday,Afternoon,1,32.0,39.4,25.1,66.9,0.0,0.0,,31.7,11.0,201.0,1008.4,99.8,1.0,639.3,2.3,6.0,Overcast
indian,female,,54.0,no,no_kids,small,,casual,,short_sleeve,black,long,clothes,5,10,no,11.0,17.0,3.0,Saturday,Afternoon,1,32.5,39.5,24.8,63.92,0.0,0.0,,31.7,8.9,185.0,1008.6,100.0,1.0,698.3,2.5,7.0,Overcast
foreigner ,male,thin,47.0,no,,big,blue,casual,blue,short_sleeve,black,,clothes,6,7,,22.0,14.0,2.0,Saturday,Afternoon,0,31.2,37.5,24.6,68.27,0.0,0.0,,31.7,11.6,246.0,1011.4,100.0,1.0,557.0,2.0,6.0,Overcast
chinese,,,39.0,no,no_kids,big,black,casual,red,,black,short,,3,9,yes,37.0,18.0,1.0,Saturday,Afternoon,1,31.2,37.5,24.6,68.27,0.0,0.0,,31.7,11.6,246.0,1011.4,100.0,1.0,557.0,2.0,6.0,Overcast
indian,female,thin,50.0,no,no_kids,,black,casual,,short_sleeve,black,long,clothes,4,8,no,19.0,17.0,3.0,Saturday,Afternoon,1,31.2,37.5,24.6,68.27,0.0,0.0,,31.7,11.6,246.0,1011.4,100.0,1.0,557.0,2.0,6.0,Overcast
indian,male,,34.0,,no_kids,big,,formal,orange,long sleeve,black,long,blankets,4,7,yes,56.0,10.0,1.0,Saturday,Afternoon,0,31.2,37.5,24.6,68.27,0.0,0.0,,31.7,11.6,246.0,1011.4,100.0,1.0,557.0,2.0,6.0,Overcast
,female,thin,47.0,no,no_kids,big,,casual,blue,,brown,long,blankets,6,8,no,42.0,7.0,3.0,Saturday,Afternoon,0,30.0,36.2,25.0,74.52,0.0,0.0,,31.7,16.2,204.0,1011.4,99.8,1.0,587.0,2.1,6.0,Overcast
malay,,fat,40.0,no,no_kids,big,blue,,black,,blue_jeans,long,clothes,5,10,no,20.0,13.0,2.0,Saturday,Afternoon,0,30.0,37.4,26.0,79.16,0.0,0.0,,31.7,7.7,201.0,1011.4,28.8,1.0,432.5,1.6,4.0,Partially cloudy
chinese,female,thin,51.0,no,no_kids,big,red,,white,short_sleeve,black,long,clothes,3,8,no,14.0,7.0,1.0,Saturday,Afternoon,1,30.0,37.4,26.0,79.16,0.0,0.0,,31.7,7.7,201.0,1011.4,28.8,1.0,432.5,1.6,4.0,Partially cloudy
chinese,male,moderate,37.0,no,no_kids,big,white,casual,black,short_sleeve,,long,clothes,4,7,yes,16.0,20.0,1.0,Saturday,Afternoon,1,30.0,37.4,26.0,79.16,0.0,0.0,,31.7,7.7,201.0,1011.4,28.8,1.0,432.5,1.6,4.0,Partially cloudy
malay,female,,40.0,no,no_kids,big,red,formal,red,long sleeve,blue_jeans,long,clothes,5,10,no,37.0,10.0,1.0,Saturday,Evening,1,29.7,35.9,25.1,76.45,0.0,0.0,,31.7,11.3,140.0,1007.6,56.3,1.0,245.6,0.9,2.0,Partially cloudy
,female,thin,54.0,yes,young,big,red,casual,,short_sleeve,black,long,clothes,5,7,no,38.0,14.0,3.0,Saturday,Evening,0,29.7,35.9,25.1,76.45,0.0,0.0,,31.7,11.3,140.0,1007.6,56.3,1.0,245.6,0.9,2.0,Partially cloudy
indian,female,moderate,40.0,no,,big,,casual,grey,short_sleeve,blue_jeans,short,clothes,6,10,no,58.0,15.0,3.0,Saturday,Evening,1,27.8,32.6,25.2,85.71,0.0,0.0,,31.7,7.1,107.0,1011.4,100.0,1.0,50.3,0.2,1.0,Overcast
indian,female,moderate,49.0,,no_kids,big,blue,,white,short_sleeve,blue_jeans,long,clothes,3,7,no,18.0,10.0,2.0,Saturday,Evening,0,28.9,34.4,25.0,79.37,0.0,0.0,,31.7,12.7,117.0,1011.4,99.8,1.0,0.9,0.0,0.0,Overcast
indian,female,thin,39.0,no,no_kids,,black,casual,white,long sleeve,black,long,blankets,5,10,yes,24.0,20.0,2.0,Saturday,Evening,1,28.2,33.1,25.0,82.67,0.0,0.0,,31.7,8.7,62.0,1011.4,100.0,1.0,0.6,0.0,0.0,Overcast
malay,male,thin,41.0,no,no_kids,big,blue,casual,red,,black,long,clothes,3,7,yes,53.0,7.0,3.0,Saturday,Evening,1,27.7,31.9,24.7,83.75,0.388,100.0,rain,31.7,9.8,89.0,1009.9,100.0,1.6,0.0,1.3,0.0,"Rain, Overcast"
chinese,female,moderate,40.0,no,no_kids,,black,,black,short_sleeve,white,long,clothes,4,10,no,34.0,8.0,1.0,Saturday,Evening,1,28.1,32.2,24.1,78.84,0.019,100.0,rain,31.7,14.4,118.0,1009.6,99.8,2.0,0.0,1.3,0.0,"Rain, Overcast"
malay,male,thin,41.0,no,no_kids,big,blue,casual,black,short_sleeve,blue_jeans,long,blankets,4,9,no,16.0,15.0,1.0,Saturday,Evening,1,27.7,31.9,24.7,83.75,0.388,100.0,rain,31.7,9.8,89.0,1009.9,100.0,1.6,0.0,1.3,0.0,"Rain, Overcast"
chinese,female,thin,51.0,,,big,blue,casual,,,white,long,clothes,4,8,no,35.0,20.0,3.0,Saturday,Evening,0,28.1,32.2,24.1,78.84,0.019,100.0,rain,31.7,14.4,118.0,1009.6,99.8,2.0,0.0,1.3,0.0,"Rain, Overcast"
malay,female,fat,29.0,,no_kids,big,pink,,grey,,blue,long,clothes,3,8,yes,45.0,9.0,3.0,Saturday,Evening,1,27.6,31.1,23.8,79.55,0.0,0.0,,31.7,7.6,89.0,1011.4,91.6,2.2,0.0,1.3,0.0,Overcast
malay,female,fat,45.0,no,no_kids,big,black,,blue,short_sleeve,,long,clothes,5,7,no,42.0,8.0,3.0,Saturday,Evening,1,27.6,31.1,23.8,79.6,0.0,0.0,,31.7,7.6,88.0,1011.4,91.6,2.2,0.0,1.3,0.0,Overcast
malay,female,fat,54.0,no,,big,white,casual,blue,short_sleeve,brown,long,clothes,3,7,,50.0,14.0,2.0,Saturday,Evening,1,28.0,31.2,23.0,74.69,0.0,0.0,,31.7,10.9,99.0,1011.4,89.1,3.0,0.0,1.3,0.0,Partially cloudy
indian,male,,45.0,no,,big,white,casual,red,short_sleeve,green,long,clothes,6,9,no,55.0,14.0,3.0,Saturday,Night,1,27.3,30.9,24.3,83.76,0.0,0.0,,31.7,4.9,80.0,1011.4,94.5,1.7,0.0,1.3,0.0,Overcast
